action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,731113,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](CC(CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2C[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL419649,,CHEMBL419649,8.32,0,http://www.openphacts.org/units/Nanomolar,141604,=,1,1,=,,IC50,nM,,4.786,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.32
,,731114,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,COP(=O)(O)C(CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78385,,CHEMBL78385,6.36,0,http://www.openphacts.org/units/Nanomolar,141603,=,1,1,=,,IC50,nM,,436.52,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.36
,,732010,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CCCC1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '14.07', 'le': '0.28', 'lle': '2.79', 'sei': '6.60'}",CHEMBL25996,,CHEMBL25996,5.54,0,http://www.openphacts.org/units/Nanomolar,33757,=,1,1,=,,IC50,nM,,2900.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.0000029
,,732011,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CSC[C@@H]1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '12.92', 'le': '0.27', 'lle': '2.66', 'sei': '6.34'}",CHEMBL1907759,,CHEMBL1907759,5.32,0,http://www.openphacts.org/units/Nanomolar,33756,=,1,1,=,,IC50,nM,,4800.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.0000048
,,732051,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '17.87', 'le': '0.34', 'lle': '4.86', 'sei': '8.43'}",CHEMBL25782,,CHEMBL25782,7.85,0,http://www.openphacts.org/units/Nanomolar,33776,=,1,1,=,,IC50,nM,,14.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,1.4E-8
,,732338,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCc1cc(O)c2n(c1=O)[C@H](C(=O)O)CC2,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL308267,,CHEMBL308267,6.34,0,http://www.openphacts.org/units/Nanomolar,141571,=,1,1,=,,IC50,nM,,457.09,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.34
,,732363,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](C2CCCCC2)C[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL286339,,CHEMBL286339,9.31,0,http://www.openphacts.org/units/Nanomolar,141629,=,1,1,=,,IC50,nM,,0.4898,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,9.31
,,733392,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(CCc1ccc(O)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78726,,CHEMBL78726,8.55,0,http://www.openphacts.org/units/Nanomolar,141681,=,1,1,=,,IC50,nM,,2.818,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.55
,,733393,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(=O)CCS)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78440,,CHEMBL78440,6.07,0,http://www.openphacts.org/units/Nanomolar,141673,=,1,1,=,,IC50,nM,,851.14,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.07
,,733394,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCCCCS,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL78998,,CHEMBL78998,,0,http://www.openphacts.org/units/Nanomolar,141692,=,1,1,=,,IC50,nM,,1096478.2,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,2.96
,,733395,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCS,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL311316,,CHEMBL311316,4.41,0,http://www.openphacts.org/units/Nanomolar,141689,=,1,1,=,,IC50,nM,,38904.51,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,4.41
,,733396,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL310139,,CHEMBL310139,6.66,0,http://www.openphacts.org/units/Nanomolar,141578,=,1,1,=,,IC50,nM,,218.78,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.66
,,733397,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL1560,CAPTOPRIL,CHEMBL1560,7.64,0,http://www.openphacts.org/units/Nanomolar,141651,=,1,1,=,,IC50,nM,,22.91,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,7.64
,,733418,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCC(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL306117,,CHEMBL306117,,0,http://www.openphacts.org/units/Nanomolar,141615,=,1,1,=,,IC50,nM,,1995262.31,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,2.7
,,733419,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)CCC(=O)O)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL309782,,CHEMBL309782,,0,http://www.openphacts.org/units/Nanomolar,141587,=,1,1,=,,IC50,nM,,616595.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,3.21
,,733420,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)C1CCCCC1,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL285935,,CHEMBL285935,9.53,0,http://www.openphacts.org/units/Nanomolar,141583,=,1,1,=,,IC50,nM,,0.2951,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,9.53
,,734752,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(CCN)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL79212,,CHEMBL79212,6.49,0,http://www.openphacts.org/units/Nanomolar,141661,=,1,1,=,,IC50,nM,,323.59,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.49
,,734753,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL1807684,,CHEMBL1807684,,0,http://www.openphacts.org/units/Nanomolar,141640,=,1,1,=,,IC50,nM,,128824.96,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,3.89
,,734777,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC(C(=O)O)C1CCCCC(CS)C1=O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL311988,,CHEMBL311988,7.28,0,http://www.openphacts.org/units/Nanomolar,141602,=,1,1,=,,IC50,nM,,52.48,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,7.28
,,734778,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCS)N[C@@H](Cc1c[nH]cn1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL311239,,CHEMBL311239,,0,http://www.openphacts.org/units/Nanomolar,141589,=,1,1,=,,IC50,nM,,229086.77,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,3.64
,,735585,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '16.36', 'le': '0.31', 'lle': '4.30', 'sei': '6.16'}",CHEMBL2079670,,CHEMBL2079670,6.58,0,http://www.openphacts.org/units/Nanomolar,33762,=,1,1,=,,IC50,nM,,260.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,2.6E-7
,,736064,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL309962,RENTIAPRIL,CHEMBL309962,8.43,0,http://www.openphacts.org/units/Nanomolar,141700,=,1,1,=,,IC50,nM,,3.715,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.43
,,736065,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC(CS)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78489,,CHEMBL78489,4.48,0,http://www.openphacts.org/units/Nanomolar,141652,=,1,1,=,,IC50,nM,,33113.11,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,4.48
,,737304,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78443,,CHEMBL78443,6.11,0,http://www.openphacts.org/units/Nanomolar,141699,=,1,1,=,,IC50,nM,,776.25,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.11
,,737305,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCS)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL312094,,CHEMBL312094,6.37,0,http://www.openphacts.org/units/Nanomolar,141697,=,1,1,=,,IC50,nM,,426.58,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.37
,,737306,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CC2CCCCC2[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78346,,CHEMBL78346,8.66,0,http://www.openphacts.org/units/Nanomolar,141663,=,1,1,=,,IC50,nM,,2.188,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.66
,,737307,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(CCC(=O)Nc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78731,,CHEMBL78731,8.28,0,http://www.openphacts.org/units/Nanomolar,141660,=,1,1,=,,IC50,nM,,5.248,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.28
,,737308,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL1237,LISINOPRIL ANHYDROUS,CHEMBL1237,8.92,1,http://www.openphacts.org/units/Nanomolar,141650,=,1,1,=,,IC50,nM,,1.202,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.92
,,737309,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL299889,,CHEMBL299889,,0,http://www.openphacts.org/units/Nanomolar,141639,=,1,1,=,,IC50,nM,,602559.59,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,3.22
,,737325,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@@H]1C=CCN1C(=O)CCS,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL306556,,CHEMBL306556,6.19,0,http://www.openphacts.org/units/Nanomolar,141616,=,1,1,=,,IC50,nM,,645.65,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.19
,,737326,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCCCC(N)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL430630,,CHEMBL430630,7.92,0,http://www.openphacts.org/units/Nanomolar,141593,=,1,1,=,,IC50,nM,,12.02,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,7.92
,,738353,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '15.96', 'le': '0.30', 'lle': '4.46', 'sei': '6.13'}",CHEMBL1733,QUINAPRILAT,CHEMBL1733,6.55,0,http://www.openphacts.org/units/Nanomolar,33764,=,1,1,=,,IC50,nM,,280.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,2.8E-7
,,738718,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCC(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL310578,,CHEMBL310578,4.48,0,http://www.openphacts.org/units/Nanomolar,141688,=,1,1,=,,IC50,nM,,33113.11,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,4.48
,,738719,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCC[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL309308,,CHEMBL309308,8.66,0,http://www.openphacts.org/units/Nanomolar,141662,=,1,1,=,,IC50,nM,,2.188,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,8.66
,,738745,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](Sc2ccccc2)C[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL431707,,CHEMBL431707,9.11,0,http://www.openphacts.org/units/Nanomolar,141625,=,1,1,=,,IC50,nM,,0.7762,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,9.11
,,738746,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL33025,,CHEMBL33025,9.06,0,http://www.openphacts.org/units/Nanomolar,141621,=,1,1,=,,IC50,nM,,0.871,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,9.06
,,739474,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '17.66', 'le': '0.34', 'lle': '4.42', 'sei': '8.18'}",CHEMBL284898,,CHEMBL284898,7.62,0,http://www.openphacts.org/units/Nanomolar,33758,=,1,1,=,,IC50,nM,,24.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,2.4E-8
,,739477,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '17.17', 'le': '0.32', 'lle': '4.55', 'sei': '6.78'}",CHEMBL26226,,CHEMBL26226,7.07,0,http://www.openphacts.org/units/Nanomolar,33774,=,1,1,=,,IC50,nM,,86.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,8.6E-8
,,739478,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '15.81', 'le': '0.30', 'lle': '4.38', 'sei': '5.15'}",CHEMBL577,ENALAPRILAT ANHYDROUS,CHEMBL577,5.51,0,http://www.openphacts.org/units/Nanomolar,33771,=,1,1,=,,IC50,nM,,3100.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,0.0000031
,,739878,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(CCc1ccccc1)C(N)=O)C(=O)N1CCC[C@H]1C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL80193,,CHEMBL80193,4.59,0,http://www.openphacts.org/units/Nanomolar,141659,=,1,1,=,,IC50,nM,,25703.96,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,4.59
,,739879,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL78996,,CHEMBL78996,6.41,0,http://www.openphacts.org/units/Nanomolar,141580,=,1,1,=,,IC50,nM,,389.05,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.41
,,739880,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(CS)N[C@@H](CS)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL80384,,CHEMBL80384,4.72,0,http://www.openphacts.org/units/Nanomolar,141634,=,1,1,=,,IC50,nM,,19054.61,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,4.72
,,739888,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O)C1CCCN1C(=O)OCc1ccccc1,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL80503,,CHEMBL80503,5.60,0,http://www.openphacts.org/units/Nanomolar,141598,=,1,1,=,,IC50,nM,,2511.89,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,5.6
,,742638,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)[C@@H]1CCCN1C(=O)CCS,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL10962,,CHEMBL10962,4.77,0,http://www.openphacts.org/units/Nanomolar,141693,=,1,1,=,,IC50,nM,,16982.44,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,4.77
,,742639,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL309799,,CHEMBL309799,6.44,0,http://www.openphacts.org/units/Nanomolar,141573,=,1,1,=,,IC50,nM,,363.08,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,6.44
,,742640,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,CHEMBL1126767,J Med Chem,1993,,CHEMBL311064,,CHEMBL311064,5.34,0,http://www.openphacts.org/units/Nanomolar,141655,=,1,1,=,,IC50,nM,,4570.88,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,5.34
,,742641,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CCC(C)[C@H](NC(=O)CCC(=O)O)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL79008,,CHEMBL79008,,0,http://www.openphacts.org/units/Nanomolar,141645,=,1,1,=,,IC50,nM,,1047128.55,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,2.98
,No significant activity,743507,[],CHEMBL884035,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum; No significant activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC(SC(CCc1ccccc1)C(=O)O)C(=O)NC1(C(=O)O)CCC(c2ccccc2)CC1,,,CHEMBL1123106,J Med Chem,1985,,CHEMBL26008,,CHEMBL26008,,0,http://www.openphacts.org/units/Nanomolar,33769,,1,0,,,IC50,nM,,,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,
,,743612,[],CHEMBL648701,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,B,,,BAO_0000190,BAO_0000357,single protein format,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,,,CHEMBL1123106,J Med Chem,1985,"{'bei': '16.34', 'le': '0.32', 'lle': '3.41', 'sei': '7.22'}",CHEMBL1907755,,CHEMBL1907755,6.85,0,http://www.openphacts.org/units/Nanomolar,33777,=,1,1,=,,IC50,nM,,140.0,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,IC50,M,UO_0000065,,1.4E-7
,,744025,[],CHEMBL648337,Inhibitory activity against angiotensin converting enzyme (ACE),F,,,BAO_0000190,BAO_0000019,assay format,CC[C@@H](C)[C@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1126767,J Med Chem,1993,,CHEMBL78971,,CHEMBL78971,,0,http://www.openphacts.org/units/Nanomolar,141695,=,1,1,=,,IC50,nM,,933254.3,CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,9606,,,pIC50,,UO_0000065,,3.03
